Objective,AvgSim_Nodes,BestLO_Nodes,Global_Nodes,AvgSim_Edges,BestLO_Edges,Global_Edges
74658,0.76251,0.724138,0.694915,0.295584,0.290323,0.265823
75146,0.800371,0.785714,0.73913,0.282879,0.242236,0.204819
73678,0.804499,0.801802,0.73913,0.302997,0.298701,0.333333
73170,0.798184,0.869159,0.769912,0.309129,0.398601,0.342282
74152,0.787214,0.801802,0.785714,0.308576,0.398601,0.37931
73312,0.790124,0.769912,0.754386,0.302941,0.282051,0.324503
72256,0.807075,0.834862,0.769912,0.333765,0.369863,0.333333
73772,0.791507,0.769912,0.73913,0.313769,0.290323,0.315789
74483,0.793291,0.785714,0.73913,0.296885,0.298701,0.290323
73656,0.796837,0.754386,0.709402,0.308368,0.298701,0.290323
75715,0.770198,0.785714,0.709402,0.274089,0.273885,0.257862
73844,0.759045,0.851852,0.785714,0.280097,0.351351,0.324503
72799,0.795395,0.769912,0.801802,0.308237,0.282051,0.360544
76685,0.777012,0.724138,0.694915,0.271833,0.234568,0.265823
74816,0.758565,0.724138,0.754386,0.264537,0.257862,0.298701
75664,0.785106,0.724138,0.666667,0.290434,0.30719,0.265823
74925,0.766575,0.801802,0.769912,0.289863,0.342282,0.315789
72466,0.798674,0.769912,0.73913,0.331957,0.324503,0.351351
74911,0.808267,0.801802,0.73913,0.286946,0.273885,0.257862
75908,0.767781,0.709402,0.666667,0.300653,0.25,0.242236
72860,0.801038,0.785714,0.709402,0.32871,0.324503,0.282051
73865,0.76912,0.801802,0.709402,0.289391,0.324503,0.265823
73890,0.790197,0.785714,0.769912,0.297907,0.298701,0.315789
74960,0.793061,0.769912,0.73913,0.279964,0.273885,0.273885
74794,0.791371,0.801802,0.709402,0.285759,0.298701,0.273885
75167,0.759199,0.851852,0.769912,0.270896,0.515152,0.333333
75180,0.766856,0.724138,0.724138,0.260301,0.212121,0.257862
75368,0.776855,0.785714,0.709402,0.296018,0.30719,0.290323
75208,0.767477,0.785714,0.694915,0.297923,0.37931,0.282051
73824,0.789198,0.785714,0.769912,0.302029,0.298701,0.290323
73112,0.812374,0.785714,0.73913,0.324392,0.351351,0.324503
74873,0.789034,0.769912,0.724138,0.306783,0.298701,0.342282
76991,0.752443,0.73913,0.694915,0.278069,0.265823,0.273885
75454,0.762971,0.73913,0.73913,0.29275,0.25,0.290323
74041,0.795227,0.801802,0.73913,0.29343,0.315789,0.290323
74827,0.813223,0.754386,0.73913,0.297289,0.273885,0.298701
74862,0.794038,0.769912,0.724138,0.295573,0.298701,0.273885
75735,0.781642,0.801802,0.769912,0.291959,0.30719,0.290323
74034,0.784025,0.785714,0.694915,0.303068,0.25,0.282051
74810,0.776899,0.801802,0.724138,0.29708,0.360544,0.324503
74462,0.786523,0.754386,0.709402,0.293156,0.315789,0.25
76678,0.771142,0.801802,0.724138,0.275647,0.265823,0.333333
75320,0.781981,0.724138,0.694915,0.296252,0.265823,0.257862
73303,0.809989,0.769912,0.724138,0.315484,0.282051,0.290323
74232,0.780784,0.724138,0.680672,0.319638,0.30719,0.273885
72727,0.788443,0.754386,0.754386,0.322339,0.333333,0.41844
72640,0.812641,0.785714,0.73913,0.348527,0.342282,0.360544
73779,0.752396,0.818182,0.754386,0.290179,0.342282,0.360544
72356,0.806994,0.801802,0.785714,0.322897,0.398601,0.360544
72713,0.810751,0.818182,0.754386,0.321858,0.360544,0.30719
74886,0.806043,0.769912,0.709402,0.320753,0.324503,0.265823
75233,0.751191,0.818182,0.754386,0.26897,0.342282,0.30719
72876,0.802424,0.785714,0.785714,0.327303,0.298701,0.333333
76179,0.763713,0.785714,0.754386,0.27727,0.298701,0.30719
73160,0.80086,0.834862,0.754386,0.321401,0.360544,0.351351
73445,0.805247,0.801802,0.73913,0.332725,0.282051,0.315789
73342,0.777454,0.754386,0.801802,0.292441,0.333333,0.342282
76909,0.739746,0.680672,0.666667,0.274657,0.234568,0.273885
74087,0.790675,0.801802,0.724138,0.320011,0.324503,0.30719
75327,0.800811,0.754386,0.709402,0.293577,0.290323,0.257862
75078,0.766602,0.73913,0.754386,0.266836,0.257862,0.342282
74011,0.794666,0.754386,0.73913,0.305389,0.30719,0.290323
72841,0.805193,0.769912,0.73913,0.345277,0.315789,0.369863
72013,0.784688,0.869159,0.785714,0.314481,0.481481,0.428571
72117,0.784754,0.818182,0.769912,0.333168,0.37931,0.342282
74207,0.756616,0.834862,0.769912,0.252405,0.30719,0.242236
78295,0.765732,0.724138,0.652893,0.291252,0.257862,0.212121
76773,0.781343,0.801802,0.73913,0.273362,0.25,0.298701
73086,0.79604,0.834862,0.785714,0.285717,0.315789,0.298701
74256,0.787648,0.851852,0.769912,0.306901,0.388889,0.351351
74042,0.794366,0.754386,0.73913,0.317782,0.257862,0.315789
76618,0.768282,0.724138,0.652893,0.310055,0.333333,0.351351
73591,0.801203,0.73913,0.709402,0.325366,0.282051,0.282051
73950,0.759054,0.769912,0.801802,0.296543,0.282051,0.333333
75302,0.79534,0.769912,0.709402,0.311301,0.30719,0.30719
74595,0.785599,0.769912,0.73913,0.30374,0.30719,0.333333
76006,0.782624,0.724138,0.694915,0.284031,0.273885,0.290323
73837,0.788268,0.785714,0.754386,0.317011,0.315789,0.351351
74643,0.78876,0.785714,0.754386,0.295837,0.342282,0.273885
74943,0.76155,0.73913,0.709402,0.278806,0.25,0.242236
74833,0.796356,0.801802,0.709402,0.291671,0.30719,0.315789
74102,0.789488,0.801802,0.754386,0.285092,0.315789,0.324503
75413,0.775803,0.724138,0.694915,0.303928,0.315789,0.324503
76218,0.761771,0.834862,0.754386,0.267051,0.342282,0.257862
75094,0.772702,0.724138,0.709402,0.308718,0.315789,0.342282
77226,0.729967,0.680672,0.639344,0.279727,0.342282,0.298701
74942,0.800563,0.754386,0.724138,0.295286,0.234568,0.25
73458,0.801444,0.834862,0.769912,0.31296,0.315789,0.342282
73323,0.799272,0.818182,0.769912,0.304841,0.333333,0.30719
74318,0.749625,0.724138,0.709402,0.2935,0.315789,0.273885
77887,0.730173,0.666667,0.612903,0.276938,0.219512,0.257862
73503,0.760071,0.818182,0.769912,0.283789,0.324503,0.351351
74887,0.803839,0.785714,0.709402,0.320302,0.298701,0.290323
73890,0.804354,0.769912,0.694915,0.328833,0.360544,0.315789
73878,0.764287,0.769912,0.769912,0.284576,0.30719,0.315789
73343,0.782908,0.834862,0.785714,0.290913,0.351351,0.333333
73528,0.820208,0.801802,0.754386,0.320284,0.315789,0.315789
74138,0.764506,0.801802,0.769912,0.282986,0.351351,0.37931
74614,0.775703,0.769912,0.724138,0.315596,0.315789,0.30719
73905,0.811707,0.769912,0.754386,0.294886,0.273885,0.265823
73335,0.794036,0.785714,0.769912,0.327992,0.324503,0.30719
74857,0.767335,0.73913,0.680672,0.274785,0.290323,0.25
73294,0.759197,0.851852,0.818182,0.292109,0.315789,0.324503
73836,0.821273,0.801802,0.724138,0.314686,0.30719,0.265823
73102,0.782998,0.851852,0.769912,0.30981,0.324503,0.360544
72647,0.811948,0.801802,0.73913,0.326329,0.360544,0.360544
77090,0.764193,0.694915,0.652893,0.273015,0.219512,0.219512
74188,0.751079,0.818182,0.769912,0.305001,0.298701,0.333333
74784,0.802707,0.754386,0.709402,0.286497,0.30719,0.265823
73715,0.764007,0.801802,0.73913,0.293663,0.30719,0.315789
75301,0.789597,0.769912,0.724138,0.294913,0.273885,0.298701
74778,0.794414,0.73913,0.694915,0.304043,0.282051,0.282051
74698,0.787328,0.73913,0.709402,0.310797,0.282051,0.273885
74093,0.780803,0.785714,0.73913,0.291703,0.30719,0.25
73082,0.784415,0.834862,0.818182,0.289251,0.408451,0.342282
73673,0.807195,0.801802,0.754386,0.302572,0.342282,0.30719
73667,0.789166,0.754386,0.709402,0.338855,0.30719,0.30719
75660,0.769835,0.709402,0.680672,0.293177,0.257862,0.265823
73281,0.777815,0.754386,0.754386,0.311327,0.324503,0.324503
72365,0.803964,0.801802,0.754386,0.330349,0.298701,0.290323
73016,0.784713,0.818182,0.769912,0.30159,0.290323,0.333333
76279,0.767747,0.709402,0.694915,0.287042,0.242236,0.351351
74964,0.793813,0.754386,0.709402,0.314307,0.315789,0.324503
73046,0.793703,0.785714,0.754386,0.302787,0.333333,0.30719
75974,0.803175,0.769912,0.694915,0.294442,0.282051,0.273885
74002,0.805296,0.818182,0.801802,0.283095,0.265823,0.333333
73040,0.784823,0.818182,0.769912,0.309034,0.360544,0.333333
74223,0.788939,0.754386,0.724138,0.324704,0.282051,0.333333
76382,0.773875,0.785714,0.694915,0.290703,0.30719,0.290323
76291,0.775047,0.801802,0.694915,0.286476,0.315789,0.298701
74059,0.788378,0.769912,0.724138,0.313952,0.298701,0.333333
72848,0.791599,0.785714,0.769912,0.303502,0.315789,0.428571
73788,0.798628,0.785714,0.73913,0.304759,0.273885,0.30719
73704,0.795024,0.785714,0.754386,0.290839,0.315789,0.360544
73992,0.778192,0.769912,0.73913,0.290622,0.290323,0.324503
74496,0.794056,0.754386,0.73913,0.297805,0.234568,0.290323
73805,0.772389,0.785714,0.754386,0.282735,0.351351,0.37931
73772,0.790427,0.769912,0.73913,0.317859,0.342282,0.298701
73626,0.77482,0.834862,0.769912,0.308335,0.369863,0.342282
75003,0.770305,0.754386,0.652893,0.302824,0.342282,0.273885
72997,0.818281,0.818182,0.754386,0.315735,0.324503,0.282051
74690,0.785653,0.769912,0.724138,0.29356,0.290323,0.290323
75963,0.7575,0.73913,0.694915,0.265675,0.265823,0.242236
73378,0.794867,0.785714,0.724138,0.316999,0.324503,0.315789
73677,0.792733,0.834862,0.754386,0.304204,0.315789,0.30719
75585,0.79088,0.754386,0.709402,0.286709,0.298701,0.273885
73366,0.789637,0.818182,0.754386,0.310799,0.342282,0.342282
75182,0.790074,0.709402,0.694915,0.305304,0.298701,0.282051
72552,0.805445,0.801802,0.73913,0.323161,0.273885,0.265823
74661,0.793307,0.754386,0.754386,0.298038,0.282051,0.290323
73732,0.780714,0.785714,0.785714,0.303941,0.315789,0.398601
74247,0.787142,0.818182,0.769912,0.288042,0.351351,0.298701
75144,0.779342,0.801802,0.724138,0.278108,0.342282,0.273885
73620,0.806867,0.801802,0.769912,0.304399,0.282051,0.298701
77958,0.734348,0.73913,0.680672,0.282344,0.30719,0.265823
73405,0.787509,0.785714,0.724138,0.301152,0.315789,0.290323
74944,0.802306,0.801802,0.724138,0.30685,0.298701,0.282051
74718,0.787549,0.785714,0.769912,0.292808,0.298701,0.333333
73579,0.775696,0.785714,0.754386,0.28762,0.298701,0.282051
74058,0.793413,0.818182,0.785714,0.289064,0.298701,0.315789
73500,0.756339,0.801802,0.724138,0.275603,0.282051,0.298701
74835,0.783826,0.785714,0.754386,0.302845,0.282051,0.298701
73504,0.801937,0.851852,0.801802,0.292423,0.30719,0.30719
73883,0.786494,0.769912,0.724138,0.313009,0.333333,0.315789
73831,0.794339,0.754386,0.724138,0.323654,0.257862,0.324503
76534,0.76826,0.801802,0.754386,0.287389,0.30719,0.333333
73768,0.789702,0.818182,0.769912,0.282184,0.315789,0.265823
74205,0.790843,0.818182,0.769912,0.300398,0.351351,0.298701
76117,0.762021,0.709402,0.680672,0.290725,0.290323,0.265823
73566,0.795133,0.869159,0.769912,0.277417,0.351351,0.290323
73723,0.772431,0.769912,0.709402,0.314817,0.398601,0.333333
74836,0.802266,0.724138,0.666667,0.297915,0.257862,0.219512
75135,0.759878,0.785714,0.724138,0.287194,0.369863,0.282051
74843,0.768755,0.769912,0.694915,0.282885,0.324503,0.30719
76067,0.794799,0.73913,0.694915,0.310124,0.265823,0.273885
74642,0.772255,0.801802,0.709402,0.303791,0.360544,0.25
76098,0.748964,0.785714,0.73913,0.276428,0.315789,0.315789
74740,0.789829,0.769912,0.724138,0.312714,0.342282,0.324503
72663,0.814131,0.818182,0.769912,0.324356,0.298701,0.351351
72405,0.819287,0.834862,0.818182,0.307058,0.342282,0.324503
74083,0.808222,0.818182,0.754386,0.313738,0.342282,0.388889
72505,0.817409,0.818182,0.73913,0.342262,0.37931,0.342282
73746,0.787116,0.769912,0.754386,0.293188,0.298701,0.388889
71881,0.809494,0.818182,0.754386,0.347274,0.360544,0.333333
75644,0.773762,0.785714,0.709402,0.275006,0.324503,0.257862
72599,0.794918,0.851852,0.785714,0.300571,0.30719,0.342282
73495,0.807981,0.818182,0.73913,0.31306,0.30719,0.273885
73151,0.777783,0.769912,0.73913,0.292621,0.324503,0.333333
73253,0.788602,0.818182,0.73913,0.30079,0.408451,0.333333
73181,0.800099,0.754386,0.754386,0.307128,0.342282,0.282051
74762,0.769233,0.754386,0.724138,0.289679,0.351351,0.30719
75979,0.78283,0.769912,0.694915,0.292479,0.257862,0.282051
74413,0.761107,0.73913,0.724138,0.281237,0.315789,0.265823
74595,0.806452,0.785714,0.73913,0.277645,0.234568,0.265823
78154,0.762617,0.724138,0.709402,0.268573,0.234568,0.257862
73439,0.787442,0.769912,0.754386,0.295229,0.25,0.273885
74408,0.790384,0.754386,0.73913,0.29606,0.290323,0.257862
74778,0.804218,0.769912,0.724138,0.293007,0.30719,0.257862
77714,0.757238,0.73913,0.680672,0.288022,0.298701,0.298701
74341,0.795656,0.818182,0.769912,0.293963,0.324503,0.360544
75273,0.7795,0.834862,0.73913,0.282408,0.315789,0.315789
74118,0.798159,0.769912,0.724138,0.287036,0.273885,0.273885
75245,0.800304,0.785714,0.73913,0.278951,0.257862,0.298701
73399,0.792845,0.769912,0.709402,0.326757,0.315789,0.333333
73265,0.77009,0.834862,0.769912,0.282554,0.315789,0.282051
74064,0.814259,0.834862,0.754386,0.316944,0.324503,0.273885
73891,0.773453,0.769912,0.73913,0.308342,0.290323,0.315789
76249,0.774497,0.73913,0.694915,0.292539,0.282051,0.25
74420,0.777434,0.801802,0.754386,0.27976,0.351351,0.333333
74470,0.759994,0.801802,0.73913,0.286123,0.290323,0.298701
74631,0.75177,0.834862,0.754386,0.283663,0.351351,0.388889
73651,0.75369,0.769912,0.754386,0.289637,0.333333,0.324503
73590,0.803283,0.769912,0.709402,0.32052,0.324503,0.290323
73421,0.803553,0.818182,0.754386,0.311193,0.342282,0.30719
75957,0.77789,0.724138,0.709402,0.293852,0.324503,0.282051
74676,0.783252,0.754386,0.694915,0.310829,0.273885,0.273885
73704,0.804434,0.754386,0.724138,0.319849,0.282051,0.282051
72408,0.780362,0.851852,0.801802,0.312029,0.333333,0.360544
74189,0.794366,0.73913,0.694915,0.311145,0.30719,0.30719
74167,0.793285,0.834862,0.754386,0.299469,0.30719,0.298701
74237,0.775761,0.769912,0.73913,0.273551,0.282051,0.290323
74727,0.756235,0.709402,0.709402,0.291892,0.282051,0.290323
75843,0.79417,0.785714,0.769912,0.291034,0.290323,0.298701
73707,0.789436,0.785714,0.73913,0.31719,0.333333,0.315789
75244,0.804595,0.785714,0.709402,0.305417,0.290323,0.273885
74779,0.793293,0.801802,0.754386,0.278983,0.324503,0.30719
77043,0.760564,0.680672,0.639344,0.291164,0.226994,0.290323
74016,0.777115,0.818182,0.769912,0.300737,0.324503,0.360544
72986,0.818458,0.851852,0.769912,0.321499,0.315789,0.342282
74978,0.791214,0.754386,0.73913,0.299463,0.324503,0.333333
74145,0.804671,0.754386,0.709402,0.310774,0.265823,0.273885
74329,0.787822,0.818182,0.801802,0.284558,0.265823,0.290323
74612,0.776094,0.73913,0.724138,0.293376,0.290323,0.351351
76088,0.773934,0.73913,0.680672,0.298432,0.273885,0.265823
74878,0.785232,0.754386,0.724138,0.276406,0.298701,0.282051
72763,0.788346,0.785714,0.785714,0.291085,0.298701,0.290323
73809,0.769167,0.785714,0.769912,0.289239,0.342282,0.282051
74720,0.795319,0.73913,0.694915,0.318213,0.290323,0.282051
73999,0.79273,0.754386,0.769912,0.279017,0.273885,0.333333
72719,0.802748,0.801802,0.754386,0.314266,0.315789,0.324503
73439,0.79342,0.801802,0.754386,0.31113,0.273885,0.333333
73746,0.797919,0.818182,0.769912,0.312148,0.324503,0.351351
74858,0.78706,0.754386,0.724138,0.296804,0.30719,0.257862
74751,0.776676,0.785714,0.694915,0.274459,0.324503,0.273885
75442,0.793892,0.73913,0.694915,0.287899,0.257862,0.273885
74982,0.802762,0.769912,0.709402,0.292174,0.265823,0.290323
74132,0.791135,0.785714,0.73913,0.309857,0.298701,0.30719
74989,0.801472,0.73913,0.724138,0.293087,0.298701,0.290323
76077,0.792446,0.754386,0.694915,0.279926,0.226994,0.265823
72758,0.774877,0.801802,0.785714,0.30404,0.282051,0.324503
75248,0.730566,0.694915,0.754386,0.254499,0.25,0.290323
74425,0.808099,0.785714,0.709402,0.306969,0.30719,0.273885
72627,0.79056,0.851852,0.769912,0.293201,0.333333,0.324503
73117,0.802768,0.801802,0.73913,0.320396,0.360544,0.30719
75835,0.750102,0.754386,0.709402,0.293654,0.30719,0.315789
73840,0.793721,0.754386,0.709402,0.312484,0.333333,0.30719
74981,0.775064,0.724138,0.694915,0.297202,0.273885,0.265823
72791,0.786918,0.801802,0.769912,0.314907,0.388889,0.449275
75583,0.757665,0.724138,0.694915,0.279287,0.342282,0.290323
72299,0.789655,0.801802,0.785714,0.332184,0.30719,0.342282
74063,0.80274,0.754386,0.694915,0.31543,0.333333,0.273885
72008,0.757521,0.785714,0.801802,0.303254,0.360544,0.351351
74080,0.777727,0.769912,0.754386,0.290498,0.273885,0.37931
73257,0.785769,0.801802,0.724138,0.317861,0.298701,0.30719
74935,0.775239,0.73913,0.73913,0.299171,0.290323,0.298701
75043,0.753059,0.785714,0.724138,0.275342,0.30719,0.265823
74118,0.797076,0.818182,0.769912,0.290912,0.30719,0.30719
73247,0.770638,0.785714,0.785714,0.293833,0.30719,0.351351
73039,0.788018,0.801802,0.785714,0.31164,0.388889,0.388889
73476,0.793311,0.801802,0.818182,0.308778,0.298701,0.333333
74401,0.794363,0.754386,0.694915,0.295007,0.282051,0.282051
74319,0.760703,0.834862,0.73913,0.29971,0.369863,0.298701
76651,0.784075,0.724138,0.680672,0.306878,0.265823,0.324503
74834,0.782943,0.785714,0.73913,0.296471,0.333333,0.298701
73033,0.784036,0.769912,0.754386,0.321326,0.351351,0.324503
73564,0.786031,0.769912,0.785714,0.299668,0.30719,0.30719
74944,0.784733,0.754386,0.73913,0.277825,0.282051,0.273885
75114,0.76974,0.754386,0.754386,0.256267,0.242236,0.290323
75039,0.773211,0.754386,0.73913,0.279409,0.265823,0.298701
75498,0.78205,0.73913,0.724138,0.277399,0.234568,0.265823
75932,0.773146,0.709402,0.680672,0.302897,0.315789,0.282051
74804,0.765723,0.869159,0.754386,0.267819,0.369863,0.298701
73219,0.805218,0.834862,0.754386,0.311547,0.342282,0.315789
73437,0.799962,0.801802,0.785714,0.289293,0.298701,0.273885
75716,0.772915,0.769912,0.709402,0.29094,0.333333,0.315789
74339,0.797224,0.73913,0.680672,0.290628,0.257862,0.234568
77297,0.770955,0.709402,0.666667,0.265453,0.273885,0.219512
75763,0.73863,0.724138,0.73913,0.283383,0.265823,0.298701
74100,0.81429,0.769912,0.724138,0.319284,0.333333,0.351351
74194,0.793841,0.754386,0.724138,0.305741,0.369863,0.333333
75009,0.794389,0.785714,0.73913,0.308209,0.360544,0.324503
74589,0.750336,0.818182,0.769912,0.278295,0.351351,0.351351
74974,0.786815,0.724138,0.724138,0.296389,0.273885,0.282051
72434,0.77676,0.851852,0.785714,0.299899,0.408451,0.37931
73964,0.786704,0.785714,0.73913,0.293215,0.30719,0.290323
75091,0.762338,0.709402,0.73913,0.292432,0.25,0.315789
75382,0.762333,0.785714,0.754386,0.303089,0.324503,0.428571
75227,0.784356,0.754386,0.724138,0.259246,0.257862,0.257862
74999,0.760109,0.754386,0.785714,0.279128,0.298701,0.333333
75484,0.771379,0.709402,0.680672,0.296279,0.290323,0.315789
73647,0.77313,0.769912,0.724138,0.291938,0.342282,0.37931
74436,0.763754,0.801802,0.724138,0.275533,0.315789,0.298701
75265,0.768033,0.73913,0.73913,0.298637,0.257862,0.324503
73286,0.779246,0.801802,0.709402,0.309724,0.30719,0.298701
72594,0.791686,0.801802,0.785714,0.318891,0.360544,0.342282
73682,0.77665,0.785714,0.724138,0.297819,0.333333,0.282051
73559,0.761507,0.769912,0.754386,0.283845,0.25,0.324503
75948,0.79154,0.754386,0.724138,0.274197,0.234568,0.290323
74760,0.787702,0.754386,0.785714,0.27644,0.290323,0.360544
74734,0.787918,0.769912,0.754386,0.283851,0.30719,0.30719
74221,0.802919,0.785714,0.754386,0.292587,0.315789,0.333333
73476,0.79534,0.801802,0.769912,0.303443,0.282051,0.290323
73772,0.798725,0.785714,0.724138,0.293044,0.242236,0.234568
73646,0.799147,0.785714,0.709402,0.328607,0.398601,0.324503
72154,0.796649,0.801802,0.801802,0.332922,0.324503,0.37931
79520,0.712547,0.652893,0.680672,0.233352,0.234568,0.234568
75677,0.789204,0.73913,0.694915,0.30679,0.315789,0.30719
76465,0.785169,0.754386,0.73913,0.280947,0.265823,0.273885
73876,0.781717,0.769912,0.818182,0.277342,0.257862,0.324503
73361,0.774525,0.818182,0.769912,0.270825,0.290323,0.30719
74843,0.761746,0.834862,0.73913,0.247552,0.273885,0.30719
73805,0.780802,0.724138,0.724138,0.301658,0.25,0.273885
73390,0.791696,0.785714,0.73913,0.308777,0.290323,0.324503
75725,0.770539,0.785714,0.73913,0.275042,0.298701,0.242236
75741,0.776456,0.73913,0.680672,0.274097,0.234568,0.190476
73637,0.773712,0.785714,0.785714,0.291726,0.342282,0.37931
74541,0.782767,0.73913,0.680672,0.317269,0.315789,0.30719
74740,0.738663,0.754386,0.769912,0.29814,0.298701,0.360544
73833,0.806679,0.769912,0.724138,0.304261,0.257862,0.273885
74409,0.789882,0.769912,0.724138,0.303984,0.25,0.30719
74166,0.794624,0.785714,0.754386,0.297515,0.342282,0.315789
73129,0.799833,0.785714,0.754386,0.325366,0.315789,0.333333
74192,0.789616,0.769912,0.694915,0.322777,0.351351,0.282051
73829,0.783951,0.73913,0.694915,0.316626,0.282051,0.298701
72541,0.777891,0.769912,0.754386,0.325646,0.290323,0.333333
76468,0.742956,0.709402,0.680672,0.280529,0.25,0.273885
74610,0.7665,0.769912,0.73913,0.29318,0.333333,0.333333
72401,0.772615,0.785714,0.801802,0.288855,0.324503,0.398601
72310,0.81281,0.801802,0.769912,0.33377,0.351351,0.369863
72684,0.799682,0.818182,0.754386,0.312075,0.324503,0.282051
75272,0.772428,0.694915,0.694915,0.300801,0.273885,0.282051
75208,0.786664,0.801802,0.724138,0.292526,0.369863,0.290323
75188,0.801312,0.754386,0.754386,0.29758,0.298701,0.342282
74307,0.791291,0.73913,0.709402,0.299938,0.265823,0.265823
74904,0.783056,0.724138,0.694915,0.277767,0.226994,0.265823
73680,0.795459,0.785714,0.754386,0.283991,0.282051,0.273885
72895,0.798824,0.869159,0.785714,0.315717,0.315789,0.324503
74018,0.762463,0.754386,0.73913,0.278998,0.290323,0.298701
75037,0.790281,0.754386,0.709402,0.293052,0.298701,0.298701
74990,0.795703,0.73913,0.709402,0.318411,0.290323,0.369863
74291,0.796323,0.785714,0.724138,0.305155,0.315789,0.315789
74159,0.772561,0.785714,0.769912,0.289032,0.273885,0.298701
76483,0.761323,0.73913,0.694915,0.277666,0.273885,0.273885
72983,0.777518,0.818182,0.754386,0.29268,0.398601,0.333333
73294,0.786577,0.834862,0.785714,0.298516,0.290323,0.324503
74243,0.79583,0.754386,0.709402,0.307893,0.273885,0.265823
73432,0.794108,0.818182,0.754386,0.303322,0.369863,0.315789
75609,0.762044,0.709402,0.666667,0.296118,0.273885,0.290323
72582,0.807275,0.785714,0.709402,0.333591,0.298701,0.30719
74389,0.780965,0.754386,0.754386,0.27831,0.290323,0.282051
73641,0.812462,0.818182,0.73913,0.323737,0.333333,0.298701
76270,0.772524,0.785714,0.724138,0.302954,0.257862,0.265823
74484,0.791519,0.785714,0.724138,0.293159,0.273885,0.30719
73950,0.781383,0.785714,0.769912,0.311823,0.324503,0.298701
75858,0.779235,0.754386,0.694915,0.310566,0.257862,0.315789
76290,0.764913,0.73913,0.709402,0.286124,0.282051,0.315789
78027,0.727097,0.73913,0.709402,0.258806,0.242236,0.234568
72239,0.80272,0.818182,0.769912,0.318159,0.30719,0.388889
75118,0.774802,0.785714,0.769912,0.280554,0.30719,0.298701
75224,0.762441,0.769912,0.724138,0.296588,0.324503,0.324503
73785,0.796512,0.818182,0.73913,0.317937,0.351351,0.298701
72724,0.764971,0.834862,0.785714,0.28767,0.360544,0.388889
73730,0.792124,0.785714,0.709402,0.32632,0.333333,0.342282
74087,0.792126,0.754386,0.709402,0.313335,0.324503,0.290323
73378,0.791878,0.785714,0.724138,0.30621,0.342282,0.298701
73894,0.784283,0.754386,0.680672,0.309092,0.324503,0.298701
73692,0.791354,0.769912,0.785714,0.2971,0.30719,0.342282
74923,0.780083,0.709402,0.694915,0.309591,0.30719,0.290323
73969,0.774843,0.785714,0.754386,0.289823,0.315789,0.282051
72324,0.794764,0.801802,0.754386,0.328892,0.30719,0.333333
73462,0.815628,0.785714,0.754386,0.321669,0.315789,0.282051
72867,0.799764,0.834862,0.769912,0.330346,0.408451,0.41844
74609,0.732286,0.801802,0.769912,0.261156,0.290323,0.30719
74871,0.803778,0.785714,0.73913,0.294423,0.315789,0.333333
71578,0.773731,0.834862,0.818182,0.317498,0.388889,0.37931
74079,0.752248,0.73913,0.694915,0.293615,0.351351,0.315789
74050,0.789841,0.769912,0.709402,0.309294,0.324503,0.324503
72811,0.783344,0.769912,0.754386,0.32746,0.324503,0.324503
73347,0.805869,0.801802,0.73913,0.313945,0.265823,0.282051
76120,0.760377,0.724138,0.652893,0.288542,0.257862,0.25
75875,0.785898,0.724138,0.680672,0.303198,0.290323,0.273885
77135,0.777599,0.73913,0.680672,0.295871,0.265823,0.25
73467,0.772577,0.818182,0.754386,0.300498,0.369863,0.360544
74958,0.774124,0.801802,0.724138,0.291468,0.324503,0.282051
74025,0.765733,0.73913,0.680672,0.320781,0.333333,0.273885
75929,0.786026,0.769912,0.694915,0.310816,0.298701,0.282051
76385,0.761471,0.724138,0.680672,0.276994,0.257862,0.290323
74252,0.782413,0.73913,0.694915,0.305467,0.315789,0.282051
74181,0.787532,0.785714,0.73913,0.304513,0.273885,0.273885
74136,0.782859,0.785714,0.73913,0.312979,0.351351,0.298701
75254,0.771354,0.754386,0.724138,0.275222,0.25,0.257862
76882,0.772136,0.724138,0.639344,0.2937,0.30719,0.273885
74336,0.781764,0.769912,0.769912,0.298899,0.333333,0.360544
74307,0.758566,0.709402,0.73913,0.268603,0.273885,0.333333
77858,0.705266,0.652893,0.639344,0.260123,0.234568,0.234568
74003,0.788823,0.785714,0.724138,0.328309,0.298701,0.360544
71967,0.794183,0.818182,0.801802,0.292884,0.282051,0.333333
74927,0.787827,0.801802,0.818182,0.264249,0.298701,0.25
75523,0.775102,0.73913,0.73913,0.291778,0.30719,0.298701
75178,0.803845,0.73913,0.709402,0.302989,0.324503,0.290323
77974,0.76503,0.694915,0.639344,0.291299,0.315789,0.25
73788,0.781486,0.785714,0.769912,0.295771,0.333333,0.333333
74776,0.794819,0.801802,0.754386,0.287159,0.315789,0.298701
73701,0.813429,0.818182,0.754386,0.298727,0.290323,0.290323
78162,0.754417,0.724138,0.709402,0.279927,0.273885,0.25
73122,0.810848,0.834862,0.801802,0.295811,0.290323,0.290323
75975,0.743927,0.709402,0.694915,0.276717,0.273885,0.315789
73860,0.802903,0.801802,0.769912,0.288347,0.290323,0.273885
74269,0.797434,0.754386,0.724138,0.308681,0.257862,0.273885
75895,0.793926,0.785714,0.709402,0.288659,0.265823,0.234568
74544,0.769946,0.754386,0.754386,0.278897,0.333333,0.324503
74367,0.80765,0.754386,0.724138,0.320506,0.351351,0.342282
72896,0.800819,0.834862,0.801802,0.31242,0.30719,0.324503
